,dates
83952,2020-11-18 00:00:00
83953,2020-11-18 00:00:00
83954,2020-10-16 00:00:00
83955,2020-10-23 00:00:00
83956,2020-10-22 00:00:00
83957,2020-10-22 00:00:00
83958,2020-10-22 00:00:00
83959,2020-11-18 00:00:00
83960,2020-11-18 00:00:00
83961,2020-10-01 00:00:00
83962,2020-11-12 00:00:00
83963,2020-10-14 00:00:00
83964,2020-11-18 00:00:00
83965,2020-11-18 00:00:00
83966,2020-11-17 00:00:00
83967,2020-11-18 00:00:00
83968,2020-11-18 00:00:00
83969,2020-11-17 00:00:00
83970,2020-11-10 00:00:00
83971,2020-11-18 00:00:00
83972,2020-11-18 00:00:00
83973,2020-11-18 00:00:00
83974,2020-11-18 00:00:00
83975,2020-11-16 00:00:00
83976,2020-11-02 00:00:00
83977,2020-12-12 00:00:00
83978,2020-11-18 00:00:00
83979,2020-11-18 00:00:00
83980,2020-11-18 00:00:00
83981,2020-11-18 00:00:00
83982,2020-11-18 00:00:00
83983,2020-11-17 00:00:00
83984,2020-11-17 00:00:00
83985,2021-01-22 00:00:00
83986,2020-11-10 00:00:00
83987,2020-10-13 00:00:00
83988,2020-11-09 00:00:00
83989,2020-12-08 00:00:00
83990,2020-12-07 00:00:00
83991,2020-12-07 00:00:00
83992,2021-03-01 00:00:00
83993,2020-10-21 00:00:00
83994,2020-10-29 00:00:00
83995,2020-10-15 00:00:00
83996,2020-11-17 00:00:00
83997,2020-11-16 00:00:00
83998,2020-11-18 00:00:00
83999,2020-11-17 00:00:00
84000,2020-11-17 00:00:00
84001,2020-11-18 00:00:00
84002,2020-11-18 00:00:00
84003,2020-11-17 00:00:00
84004,2020-11-18 00:00:00
84005,2020-10-30 00:00:00
84006,2020-10-29 00:00:00
84007,2020-10-29 00:00:00
84008,2021-01-05 00:00:00
84009,2020-11-18 00:00:00
84010,2020-11-09 00:00:00
84011,2020-11-11 00:00:00
84012,2020-11-11 00:00:00
84013,2020-11-18 00:00:00
84014,2020-10-18 00:00:00
84015,2020-11-06 00:00:00
84016,2020-11-18 00:00:00
84017,2020-11-18 00:00:00
84018,2020-11-18 00:00:00
84019,2020-11-17 00:00:00
84020,2020-11-11 00:00:00
84021,2020-11-18 00:00:00
84022,2020-11-19 00:00:00
84023,2020-11-18 00:00:00
84024,2020-11-19 00:00:00
84025,2020-11-18 00:00:00
84026,2020-11-19 00:00:00
84027,2020-11-18 00:00:00
84028,2021-01-07 00:00:00
84029,2021-01-06 00:00:00
84030,2021-01-06 00:00:00
84031,2021-01-06 00:00:00
84032,2021-01-06 00:00:00
84033,2021-01-06 00:00:00
84034,2021-01-06 00:00:00
84035,2021-01-06 00:00:00
84036,2021-01-06 00:00:00
84037,2021-01-06 00:00:00
84038,2021-01-06 00:00:00
84039,2021-01-30 00:00:00
84040,2020-11-19 00:00:00
84041,2020-11-19 00:00:00
84042,2020-11-19 00:00:00
84043,2020-11-19 00:00:00
84044,2020-11-19 00:00:00
84045,2020-11-18 00:00:00
84046,2021-01-06 00:00:00
84047,2021-01-05 00:00:00
84048,2020-11-18 00:00:00
84049,2020-11-19 00:00:00
84050,2020-11-19 00:00:00
84051,2020-11-19 00:00:00
84052,2020-11-18 00:00:00
84053,2021-02-02 00:00:00
84054,2021-02-23 00:00:00
84055,2020-11-19 00:00:00
84056,2020-11-18 00:00:00
84057,2021-03-02 00:00:00
84058,2020-11-19 00:00:00
84059,2020-11-18 00:00:00
84060,2020-11-19 00:00:00
84061,2020-11-18 00:00:00
84062,2020-11-19 00:00:00
84063,2020-11-18 00:00:00
84064,2020-11-19 00:00:00
84065,2020-11-18 00:00:00
84066,2020-11-18 00:00:00
84067,2020-11-19 00:00:00
84068,2020-11-19 00:00:00
84069,2020-11-19 00:00:00
84070,2020-11-19 00:00:00
84071,2020-11-19 00:00:00
84072,2020-11-19 00:00:00
84073,2020-11-19 00:00:00
84074,2020-11-19 00:00:00
84075,2020-11-19 00:00:00
84076,2020-11-19 00:00:00
84077,2020-11-18 00:00:00
84078,2020-12-11 00:00:00
84079,2020-11-19 00:00:00
84080,2020-08-20 00:00:00
84081,2020-11-19 00:00:00
84082,2020-11-19 00:00:00
84083,2020-11-19 00:00:00
84084,2020-11-19 00:00:00
84085,2020-11-19 00:00:00
84086,2020-11-19 00:00:00
84087,2020-11-19 00:00:00
84088,2020-11-18 00:00:00
84089,2020-11-19 00:00:00
84090,2020-11-19 00:00:00
84091,2020-11-19 00:00:00
84092,2020-11-19 00:00:00
84093,2020-11-18 00:00:00
84094,2020-11-19 00:00:00
84095,2020-11-19 00:00:00
84096,2020-11-19 00:00:00
84097,2020-11-16 00:00:00
84098,2020-11-19 00:00:00
84099,2020-11-19 00:00:00
84100,2020-11-06 00:00:00
84101,2020-11-19 00:00:00
84102,2020-11-19 00:00:00
84103,2020-11-19 00:00:00
84104,2020-11-19 00:00:00
84105,2020-11-18 00:00:00
84106,2020-11-19 00:00:00
84107,2020-11-19 00:00:00
84108,2020-11-19 00:00:00
84109,2020-11-18 00:00:00
84110,2020-11-18 00:00:00
84111,2020-11-19 00:00:00
84112,2020-11-18 00:00:00
84113,2020-11-19 00:00:00
84114,2020-11-18 00:00:00
84115,2020-11-19 00:00:00
84116,2020-11-19 00:00:00
84117,2020-11-19 00:00:00
84118,2020-11-19 00:00:00
84119,2020-11-19 00:00:00
84120,2020-11-19 00:00:00
84121,2020-05-19 00:00:00
84122,2020-11-19 00:00:00
84123,2020-11-19 00:00:00
84124,2020-11-19 00:00:00
84125,2020-11-19 00:00:00
84126,2020-11-19 00:00:00
84127,2020-11-19 00:00:00
84128,2020-11-17 00:00:00
84129,2020-11-18 00:00:00
84130,2020-11-19 00:00:00
84131,2020-11-19 00:00:00
84132,2020-11-19 00:00:00
84133,2020-11-19 00:00:00
84134,2020-11-19 00:00:00
84135,2020-11-19 00:00:00
84136,2020-11-19 00:00:00
84137,2020-11-19 00:00:00
84138,2020-11-18 00:00:00
84139,2020-11-19 00:00:00
84140,2020-11-19 00:00:00
84141,2020-11-04 00:00:00
84142,2020-11-19 00:00:00
84143,2020-11-18 00:00:00
84144,2020-11-18 00:00:00
84145,2020-11-20 00:00:00
84146,2020-11-20 00:00:00
84147,2020-11-20 00:00:00
84148,2020-11-20 00:00:00
84149,2020-11-20 00:00:00
84150,2020-11-20 00:00:00
84151,2020-11-20 00:00:00
84152,2020-11-20 00:00:00
84153,2020-11-20 00:00:00
84154,2020-11-20 00:00:00
84155,2020-11-20 00:00:00
84156,2020-11-20 00:00:00
84157,2020-11-20 00:00:00
84158,2020-11-20 00:00:00
84159,2020-11-20 00:00:00
84160,2020-11-19 00:00:00
84161,2020-11-19 00:00:00
84162,2020-11-19 00:00:00
84163,2020-11-19 00:00:00
84164,2020-11-20 00:00:00
84165,2020-11-19 00:00:00
84166,2020-12-09 00:00:00
84167,2021-01-13 00:00:00
84168,2021-01-12 00:00:00
84169,2020-11-20 00:00:00
84170,2020-11-20 00:00:00
84171,2020-11-20 00:00:00
84172,2020-11-20 00:00:00
84173,2020-11-25 00:00:00
84174,2020-11-20 00:00:00
84175,2020-09-20 00:00:00
84176,2020-09-20 00:00:00
84177,2020-09-20 00:00:00
84178,2020-11-19 00:00:00
84179,2020-11-19 00:00:00
84180,2020-11-20 00:00:00
84181,2020-11-19 00:00:00
84182,2020-12-03 00:00:00
84183,2020-12-18 00:00:00
84184,2020-11-20 00:00:00
84185,2020-11-19 00:00:00
84186,2020-11-20 00:00:00
84187,2020-11-19 00:00:00
84188,2020-12-14 00:00:00
84189,2020-12-31 00:00:00
84190,2020-12-30 00:00:00
84191,2020-12-30 00:00:00
84192,2021-01-19 00:00:00
84193,2020-11-20 00:00:00
84194,2020-11-20 00:00:00
84195,2020-11-19 00:00:00
84196,2021-01-12 00:00:00
84197,2020-11-20 00:00:00
84198,2020-11-20 00:00:00
84199,2020-11-19 00:00:00
84200,2020-11-17 00:00:00
84201,2020-11-16 00:00:00
84202,2020-11-30 00:00:00
84203,2020-11-20 00:00:00
84204,2020-11-19 00:00:00
84205,2020-12-07 00:00:00
84206,2021-01-18 00:00:00
84207,2021-01-17 00:00:00
84208,2021-01-17 00:00:00
84209,2021-01-17 00:00:00
84210,2021-01-07 00:00:00
84211,2020-11-19 00:00:00
84212,2020-11-18 00:00:00
84213,2020-11-05 00:00:00
84214,2020-11-20 00:00:00
84215,2020-11-20 00:00:00
84216,2020-11-20 00:00:00
84217,2020-10-29 00:00:00
84218,2020-11-20 00:00:00
84219,2020-11-11 00:00:00
84220,2020-10-20 00:00:00
84221,2020-10-19 00:00:00
84222,2020-11-20 00:00:00
84223,2020-11-20 00:00:00
84224,2020-11-19 00:00:00
84225,2020-11-20 00:00:00
84226,2020-11-20 00:00:00
84227,2020-11-19 00:00:00
84228,2020-08-20 00:00:00
84229,2020-11-20 00:00:00
84230,2020-11-19 00:00:00
84231,2020-11-20 00:00:00
84232,2020-11-19 00:00:00
84233,2020-11-19 00:00:00
84234,2020-11-20 00:00:00
84235,2020-11-20 00:00:00
84236,2020-11-16 00:00:00
84237,2020-11-20 00:00:00
84238,2020-11-19 00:00:00
84239,2020-11-19 00:00:00
84240,2020-11-20 00:00:00
84241,2020-11-20 00:00:00
84242,2020-11-20 00:00:00
84243,2020-11-20 00:00:00
84244,2020-11-19 00:00:00
84245,2020-11-19 00:00:00
84246,2020-11-19 00:00:00
84247,2020-11-20 00:00:00
84248,2020-11-19 00:00:00
84249,2020-11-20 00:00:00
84250,2020-11-19 00:00:00
84251,2020-11-20 00:00:00
84252,2020-11-19 00:00:00
84253,2020-11-19 00:00:00
84254,2020-11-19 00:00:00
84255,2020-11-20 00:00:00
84256,2020-11-19 00:00:00
84257,2020-11-20 00:00:00
84258,2020-11-20 00:00:00
84259,2020-11-20 00:00:00
84260,2020-11-20 00:00:00
84261,2020-11-20 00:00:00
84262,2020-11-20 00:00:00
84263,2020-11-20 00:00:00
84264,2020-11-19 00:00:00
84265,2020-11-18 00:00:00
84266,2020-11-20 00:00:00
84267,2020-11-20 00:00:00
84268,2020-11-20 00:00:00
84269,2020-11-20 00:00:00
84270,2020-11-19 00:00:00
84271,2020-11-19 00:00:00
84272,2020-11-19 00:00:00
84273,2020-11-20 00:00:00
84274,2020-11-20 00:00:00
84275,2020-11-20 00:00:00
84276,2020-11-20 00:00:00
84277,2020-11-19 00:00:00
84278,2020-11-19 00:00:00
84279,2020-11-20 00:00:00
84280,2020-11-19 00:00:00
84281,2020-11-19 00:00:00
84282,2020-11-20 00:00:00
84283,2020-11-19 00:00:00
84284,2020-11-19 00:00:00
84285,2020-11-20 00:00:00
84286,2020-11-20 00:00:00
84287,2020-11-19 00:00:00
84288,2020-11-19 00:00:00
84289,2020-11-20 00:00:00
84290,2020-11-20 00:00:00
84291,2020-11-20 00:00:00
84292,2020-10-14 00:00:00
84293,2020-11-20 00:00:00
84294,2020-11-12 00:00:00
84295,2020-11-21 00:00:00
84296,2020-11-20 00:00:00
84297,2020-10-31 00:00:00
84298,2020-10-30 00:00:00
84299,2020-11-26 00:00:00
84300,2020-11-21 00:00:00
84301,2020-11-21 00:00:00
84302,2021-01-29 00:00:00
84303,2020-11-21 00:00:00
84304,2020-11-21 00:00:00
84305,2020-12-12 00:00:00
84306,2020-11-21 00:00:00
84307,2020-11-21 00:00:00
84308,2020-11-21 00:00:00
84309,2020-11-20 00:00:00
84310,2020-11-20 00:00:00
84311,2020-12-18 00:00:00
84312,2020-11-21 00:00:00
84313,2020-11-20 00:00:00
84314,2020-11-21 00:00:00
84315,2020-11-21 00:00:00
84316,2020-11-21 00:00:00
84317,2020-11-21 00:00:00
84318,2020-11-20 00:00:00
84319,2020-11-20 00:00:00
84320,2020-11-19 00:00:00
84321,2020-11-21 00:00:00
84322,2020-11-21 00:00:00
84323,2020-11-21 00:00:00
84324,2020-11-20 00:00:00
84325,2020-12-03 00:00:00
84326,2020-11-21 00:00:00
84327,2020-11-21 00:00:00
84328,2020-11-21 00:00:00
84329,2020-11-21 00:00:00
84330,2020-11-21 00:00:00
84331,2020-11-21 00:00:00
84332,2020-11-20 00:00:00
84333,2020-11-20 00:00:00
84334,2020-08-21 00:00:00
84335,2020-11-20 00:00:00
84336,2020-11-20 00:00:00
84337,2020-11-21 00:00:00
84338,2020-11-21 00:00:00
84339,2020-11-21 00:00:00
84340,2020-11-20 00:00:00
84341,2020-11-25 00:00:00
84342,2020-11-03 00:00:00
84343,2020-11-24 00:00:00
84344,2020-11-24 00:00:00
84345,2020-11-24 00:00:00
84346,2020-11-23 00:00:00
84347,2020-12-03 00:00:00
84348,2020-12-02 00:00:00
84349,2021-01-04 00:00:00
84350,2020-11-24 00:00:00
84351,2020-11-24 00:00:00
84352,2020-11-24 00:00:00
84353,2020-11-23 00:00:00
84354,2020-12-26 00:00:00
84355,2020-11-24 00:00:00
84356,2020-11-23 00:00:00
84357,2020-11-23 00:00:00
84358,2020-11-25 00:00:00
84359,2020-11-25 00:00:00
84360,2020-12-03 00:00:00
84361,2020-12-24 00:00:00
84362,2020-11-25 00:00:00
84363,2020-11-22 00:00:00
84364,2021-02-28 00:00:00
84365,2020-11-23 00:00:00
84366,2020-11-22 00:00:00
84367,2021-01-06 00:00:00
84368,2020-11-23 00:00:00
84369,2020-11-24 00:00:00
84370,2020-11-24 00:00:00
84371,2020-11-23 00:00:00
84372,2020-12-15 00:00:00
84373,2020-11-23 00:00:00
84374,2020-11-23 00:00:00
84375,2020-11-22 00:00:00
84376,2020-11-24 00:00:00
84377,2020-11-23 00:00:00
84378,2020-11-24 00:00:00
84379,2020-11-23 00:00:00
84380,2020-11-23 00:00:00
84381,2020-11-22 00:00:00
84382,2020-11-22 00:00:00
84383,2020-11-22 00:00:00
84384,2020-10-29 00:00:00
84385,2020-11-23 00:00:00
84386,2020-11-20 00:00:00
84387,2020-11-24 00:00:00
84388,2020-11-24 00:00:00
84389,2020-11-24 00:00:00
84390,2020-11-24 00:00:00
84391,2020-11-24 00:00:00
84392,2020-11-24 00:00:00
84393,2020-11-24 00:00:00
84394,2020-11-24 00:00:00
84395,2020-11-24 00:00:00
84396,2020-11-24 00:00:00
84397,2020-11-23 00:00:00
84398,2020-11-23 00:00:00
84399,2020-11-24 00:00:00
84400,2020-11-24 00:00:00
84401,2020-11-24 00:00:00
84402,2020-11-24 00:00:00
84403,2021-01-08 00:00:00
84404,2020-11-24 00:00:00
84405,2020-11-23 00:00:00
84406,2020-11-23 00:00:00
84407,2020-11-24 00:00:00
84408,2020-11-23 00:00:00
84409,2020-11-23 00:00:00
84410,2020-11-23 00:00:00
84411,2020-11-25 00:00:00
84412,2020-11-06 00:00:00
84413,2020-11-05 00:00:00
84414,2020-11-25 00:00:00
84415,2020-11-25 00:00:00
84416,2020-11-24 00:00:00
84417,2020-11-24 00:00:00
84418,2020-12-14 00:00:00
84419,2020-11-23 00:00:00
84420,2020-11-22 00:00:00
84421,2020-11-21 00:00:00
84422,2020-11-24 00:00:00
84423,2020-11-23 00:00:00
84424,2020-11-22 00:00:00
84425,2020-11-22 00:00:00
84426,2020-11-24 00:00:00
84427,2020-11-25 00:00:00
84428,2020-11-24 00:00:00
84429,2020-11-23 00:00:00
84430,2020-11-23 00:00:00
84431,2020-11-23 00:00:00
84432,2020-11-23 00:00:00
84433,2020-11-24 00:00:00
84434,2020-11-24 00:00:00
84435,2020-08-14 00:00:00
84436,2020-08-15 00:00:00
84437,2020-11-24 00:00:00
84438,2020-11-24 00:00:00
84439,2020-11-24 00:00:00
84440,2020-11-23 00:00:00
84441,2020-12-10 00:00:00
84442,2020-11-23 00:00:00
84443,2020-11-22 00:00:00
84444,2020-11-23 00:00:00
84445,2020-11-24 00:00:00
84446,2020-11-20 00:00:00
84447,2020-11-24 00:00:00
84448,2020-11-24 00:00:00
84449,2020-11-24 00:00:00
84450,2020-11-24 00:00:00
84451,2020-11-24 00:00:00
84452,2020-11-24 00:00:00
84453,2020-11-24 00:00:00
84454,2020-11-24 00:00:00
84455,2020-11-24 00:00:00
84456,2020-11-23 00:00:00
84457,2020-11-23 00:00:00
84458,2020-11-23 00:00:00
84459,2020-11-24 00:00:00
84460,2020-11-24 00:00:00
84461,2020-11-25 00:00:00
84462,2020-11-24 00:00:00
84463,2020-11-25 00:00:00
84464,2020-11-23 00:00:00
84465,2020-11-24 00:00:00
84466,2020-11-23 00:00:00
84467,2020-11-24 00:00:00
84468,2020-11-23 00:00:00
84469,2020-11-23 00:00:00
84470,2020-11-22 00:00:00
84471,2020-11-24 00:00:00
84472,2020-11-24 00:00:00
84473,2020-11-24 00:00:00
84474,2020-11-23 00:00:00
84475,2020-11-25 00:00:00
84476,2020-11-25 00:00:00
84477,2020-11-25 00:00:00
84478,2020-11-24 00:00:00
84479,2020-11-24 00:00:00
84480,2020-11-24 00:00:00
84481,2020-11-25 00:00:00
84482,2020-11-24 00:00:00
84483,2020-11-24 00:00:00
84484,2020-11-23 00:00:00
84485,2020-11-25 00:00:00
84486,2020-11-23 00:00:00
84487,2020-11-22 00:00:00
84488,2020-11-24 00:00:00
84489,2020-11-23 00:00:00
84490,2020-11-22 00:00:00
84491,2020-11-24 00:00:00
84492,2020-11-24 00:00:00
84493,2020-11-25 00:00:00
84494,2020-11-24 00:00:00
84495,2020-11-24 00:00:00
84496,2020-11-24 00:00:00
84497,2020-11-24 00:00:00
84498,2020-11-24 00:00:00
84499,2020-10-20 00:00:00
84500,2020-11-25 00:00:00
84501,2020-11-24 00:00:00
84502,2020-10-29 00:00:00
84503,2020-11-23 00:00:00
84504,2020-11-24 00:00:00
84505,2020-11-23 00:00:00
84506,2020-11-23 00:00:00
84507,2020-11-24 00:00:00
84508,2020-11-23 00:00:00
84509,2020-11-24 00:00:00
84510,2020-11-23 00:00:00
84511,2020-11-25 00:00:00
84512,2020-11-24 00:00:00
84513,2020-11-23 00:00:00
84514,2020-11-22 00:00:00
84515,2020-11-21 00:00:00
84516,2021-02-22 00:00:00
84517,2020-11-24 00:00:00
84518,2020-11-24 00:00:00
84519,2020-11-24 00:00:00
84520,2020-11-10 00:00:00
84521,2020-11-23 00:00:00
84522,2020-11-23 00:00:00
84523,2020-11-20 00:00:00
84524,2020-11-24 00:00:00
84525,2020-12-14 00:00:00
84526,2020-11-24 00:00:00
84527,2020-11-24 00:00:00
84528,2020-11-24 00:00:00
84529,2020-11-24 00:00:00
84530,2020-11-16 00:00:00
84531,2020-11-23 00:00:00
84532,2020-11-23 00:00:00
84533,2020-11-24 00:00:00
84534,2020-11-25 00:00:00
84535,2020-11-23 00:00:00
84536,2020-11-24 00:00:00
84537,2020-11-23 00:00:00
84538,2020-11-25 00:00:00
84539,2020-11-23 00:00:00
84540,2020-11-24 00:00:00
84541,2020-11-23 00:00:00
84542,2020-11-24 00:00:00
84543,2020-11-23 00:00:00
84544,2020-11-23 00:00:00
84545,2020-11-23 00:00:00
84546,2020-11-24 00:00:00
84547,2020-11-23 00:00:00
84548,2020-11-23 00:00:00
84549,2020-11-20 00:00:00
84550,2020-10-02 00:00:00
84551,2020-11-23 00:00:00
84552,2020-11-22 00:00:00
84553,2020-11-24 00:00:00
84554,2020-11-24 00:00:00
84555,2020-11-25 00:00:00
84556,2020-11-24 00:00:00
84557,2021-02-10 00:00:00
84558,2020-11-25 00:00:00
84559,2020-11-25 00:00:00
84560,2020-11-25 00:00:00
84561,2020-11-24 00:00:00
84562,2020-11-24 00:00:00
84563,2020-11-24 00:00:00
84564,2020-11-25 00:00:00
84565,2020-11-25 00:00:00
84566,2020-11-25 00:00:00
84567,2020-11-25 00:00:00
84568,2020-11-25 00:00:00
84569,2020-11-25 00:00:00
84570,2020-11-25 00:00:00
84571,2020-11-25 00:00:00
84572,2020-11-25 00:00:00
84573,2020-11-24 00:00:00
84574,2020-11-23 00:00:00
84575,2020-11-25 00:00:00
84576,2020-11-25 00:00:00
84577,2020-11-25 00:00:00
84578,2020-11-24 00:00:00
84579,2020-11-24 00:00:00
84580,2020-11-25 00:00:00
84581,2020-11-25 00:00:00
84582,2020-11-25 00:00:00
84583,2020-11-25 00:00:00
84584,2020-11-25 00:00:00
84585,2020-11-25 00:00:00
84586,2020-11-24 00:00:00
84587,2020-11-25 00:00:00
84588,2020-11-24 00:00:00
84589,2020-11-25 00:00:00
84590,2020-11-24 00:00:00
84591,2020-11-25 00:00:00
84592,2020-11-24 00:00:00
84593,2020-11-25 00:00:00
84594,2020-11-25 00:00:00
84595,2020-11-25 00:00:00
84596,2020-11-25 00:00:00
84597,2020-11-25 00:00:00
84598,2020-11-24 00:00:00
84599,2020-11-25 00:00:00
84600,2020-11-25 00:00:00
84601,2020-11-25 00:00:00
84602,2020-11-25 00:00:00
84603,2020-11-24 00:00:00
84604,2020-11-24 00:00:00
84605,2020-11-25 00:00:00
84606,2020-11-25 00:00:00
84607,2020-11-24 00:00:00
84608,2020-11-25 00:00:00
84609,2020-11-25 00:00:00
84610,2020-11-25 00:00:00
84611,2020-11-25 00:00:00
84612,2020-11-25 00:00:00
84613,2020-11-25 00:00:00
84614,2020-11-24 00:00:00
84615,2020-11-26 00:00:00
84616,2020-11-25 00:00:00
84617,2020-11-25 00:00:00
84618,2020-11-25 00:00:00
84619,2020-11-24 00:00:00
84620,2020-10-21 00:00:00
84621,2020-11-25 00:00:00
84622,2020-11-24 00:00:00
84623,2020-11-24 00:00:00
84624,2020-11-25 00:00:00
84625,2020-11-25 00:00:00
84626,2020-12-11 00:00:00
84627,2020-11-25 00:00:00
84628,2020-11-25 00:00:00
84629,2020-11-24 00:00:00
84630,2020-11-24 00:00:00
84631,2021-01-23 00:00:00
84632,2020-11-26 00:00:00
84633,2020-10-29 00:00:00
84634,2020-11-25 00:00:00
84635,2020-11-26 00:00:00
84636,2020-11-25 00:00:00
84637,2020-11-27 00:00:00
84638,2020-11-26 00:00:00
84639,2020-08-27 00:00:00
84640,2020-10-06 00:00:00
84641,2020-11-26 00:00:00
84642,2020-11-25 00:00:00
84643,2020-11-26 00:00:00
84644,2020-11-25 00:00:00
84645,2020-11-25 00:00:00
84646,2021-02-04 00:00:00
84647,2021-02-03 00:00:00
84648,2021-02-03 00:00:00
84649,2021-02-03 00:00:00
84650,2021-01-14 00:00:00
84651,2021-01-14 00:00:00
84652,2020-11-26 00:00:00
84653,2020-11-26 00:00:00
84654,2020-11-26 00:00:00
84655,2021-01-15 00:00:00
84656,2020-11-26 00:00:00
84657,2020-11-23 00:00:00
84658,2020-11-22 00:00:00
84659,2020-12-15 00:00:00
84660,2020-11-26 00:00:00
84661,2020-11-26 00:00:00
84662,2020-11-25 00:00:00
84663,2020-11-26 00:00:00
84664,2020-11-25 00:00:00
84665,2020-11-26 00:00:00
84666,2020-11-26 00:00:00
84667,2020-11-25 00:00:00
84668,2020-11-26 00:00:00
84669,2020-11-26 00:00:00
84670,2020-11-25 00:00:00
84671,2020-11-25 00:00:00
84672,2020-11-26 00:00:00
84673,2020-11-25 00:00:00
84674,2021-01-07 00:00:00
84675,2020-11-26 00:00:00
84676,2020-05-26 00:00:00
84677,2020-05-26 00:00:00
84678,2020-11-26 00:00:00
84679,2020-11-26 00:00:00
84680,2020-11-26 00:00:00
84681,2020-11-26 00:00:00
84682,2020-11-25 00:00:00
84683,2020-11-26 00:00:00
84684,2020-11-26 00:00:00
84685,2020-11-05 00:00:00
84686,2020-11-24 00:00:00
84687,2020-11-23 00:00:00
84688,2020-11-23 00:00:00
84689,2020-11-23 00:00:00
84690,2020-11-23 00:00:00
84691,2020-11-25 00:00:00
84692,2020-11-26 00:00:00
84693,2020-11-26 00:00:00
84694,2020-11-26 00:00:00
84695,2020-11-26 00:00:00
84696,2020-11-25 00:00:00
84697,2020-10-29 00:00:00
84698,2020-11-26 00:00:00
84699,2020-11-25 00:00:00
84700,2020-11-26 00:00:00
84701,2020-11-26 00:00:00
84702,2020-08-26 00:00:00
84703,2020-11-25 00:00:00
84704,2020-11-26 00:00:00
84705,2020-11-26 00:00:00
84706,2020-10-29 00:00:00
84707,2020-11-26 00:00:00
84708,2020-11-26 00:00:00
84709,2020-11-26 00:00:00
84710,2020-11-26 00:00:00
84711,2020-11-25 00:00:00
84712,2020-11-26 00:00:00
84713,2020-11-25 00:00:00
84714,2020-11-25 00:00:00
84715,2020-12-09 00:00:00
84716,2020-12-16 00:00:00
84717,2020-11-26 00:00:00
84718,2020-11-24 00:00:00
84719,2020-10-09 00:00:00
84720,2020-10-08 00:00:00
84721,2020-10-08 00:00:00
84722,2020-12-09 00:00:00
84723,2020-12-08 00:00:00
84724,2020-11-26 00:00:00
84725,2020-11-26 00:00:00
84726,2020-11-25 00:00:00
84727,2020-11-26 00:00:00
84728,2020-11-25 00:00:00
84729,2020-11-12 00:00:00
84730,2020-11-26 00:00:00
84731,2020-11-26 00:00:00
84732,2020-11-26 00:00:00
84733,2020-11-25 00:00:00
84734,2020-11-25 00:00:00
84735,2020-11-26 00:00:00
84736,2020-11-25 00:00:00
84737,2020-11-26 00:00:00
84738,2020-11-25 00:00:00
84739,2020-11-26 00:00:00
84740,2020-11-25 00:00:00
84741,2020-11-25 00:00:00
84742,2020-11-26 00:00:00
84743,2020-11-25 00:00:00
84744,2020-12-07 00:00:00
84745,2020-11-26 00:00:00
84746,2020-11-26 00:00:00
84747,2020-11-27 00:00:00
84748,2020-11-27 00:00:00
84749,2020-11-26 00:00:00
84750,2020-11-26 00:00:00
84751,2020-11-26 00:00:00
84752,2020-11-27 00:00:00
84753,2020-11-27 00:00:00
84754,2020-11-26 00:00:00
84755,2021-01-20 00:00:00
84756,2021-01-19 00:00:00
84757,2020-12-15 00:00:00
84758,2020-11-27 00:00:00
84759,2020-11-27 00:00:00
84760,2020-11-26 00:00:00
84761,2020-11-26 00:00:00
84762,2020-11-26 00:00:00
84763,2020-11-26 00:00:00
84764,2020-11-27 00:00:00
84765,2020-11-26 00:00:00
84766,2020-11-27 00:00:00
84767,2020-11-24 00:00:00
84768,2020-11-27 00:00:00
84769,2020-11-27 00:00:00
84770,2020-11-27 00:00:00
84771,2020-11-27 00:00:00
84772,2020-11-27 00:00:00
84773,2020-11-26 00:00:00
84774,2020-11-27 00:00:00
84775,2020-11-26 00:00:00
84776,2020-11-26 00:00:00
84777,2020-11-26 00:00:00
84778,2020-11-25 00:00:00
84779,2020-11-26 00:00:00
84780,2020-11-25 00:00:00
84781,2020-11-27 00:00:00
84782,2020-11-27 00:00:00
84783,2020-11-27 00:00:00
84784,2020-11-27 00:00:00
84785,2020-11-27 00:00:00
84786,2020-11-26 00:00:00
84787,2020-11-27 00:00:00
84788,2020-11-26 00:00:00
84789,2020-11-26 00:00:00
84790,2021-02-05 00:00:00
84791,2020-11-27 00:00:00
84792,2020-11-27 00:00:00
84793,2021-01-20 00:00:00
84794,2020-11-27 00:00:00
84795,2020-11-26 00:00:00
84796,2021-01-21 00:00:00
84797,2020-11-27 00:00:00
84798,2020-11-27 00:00:00
84799,2020-11-26 00:00:00
84800,2020-11-27 00:00:00
84801,2020-11-27 00:00:00
84802,2020-11-27 00:00:00
84803,2020-11-24 00:00:00
84804,2020-11-27 00:00:00
84805,2020-11-06 00:00:00
84806,2020-11-05 00:00:00
84807,2020-11-05 00:00:00
84808,2020-11-27 00:00:00
