,dates
83078,2020-11-13 00:00:00
83079,2020-10-16 00:00:00
83080,2020-11-10 00:00:00
83081,2020-11-06 00:00:00
83082,2020-11-05 00:00:00
83083,2020-11-04 00:00:00
83084,2020-11-12 00:00:00
83085,2020-11-08 00:00:00
83086,2020-10-16 00:00:00
83087,2020-11-13 00:00:00
83088,2020-10-29 00:00:00
83089,2020-11-06 00:00:00
83090,2020-09-25 00:00:00
83091,2020-11-17 00:00:00
83092,2020-11-16 00:00:00
83093,2020-11-17 00:00:00
83094,2020-11-17 00:00:00
83095,2020-11-12 00:00:00
83096,2020-11-12 00:00:00
83097,2020-10-29 00:00:00
83098,2020-10-29 00:00:00
83099,2020-11-05 00:00:00
83100,2020-11-09 00:00:00
83101,2020-11-10 00:00:00
83102,2020-11-11 00:00:00
83103,2020-11-05 00:00:00
83104,2020-11-12 00:00:00
83105,2020-11-27 00:00:00
83106,2020-11-16 00:00:00
83107,2020-11-17 00:00:00
83108,2020-11-17 00:00:00
83109,2020-11-12 00:00:00
83110,2020-10-29 00:00:00
83111,2020-11-01 00:00:00
83112,2020-11-03 00:00:00
83113,2020-11-10 00:00:00
83114,2020-11-02 00:00:00
83115,2020-09-28 00:00:00
83116,2020-10-18 00:00:00
83117,2020-10-17 00:00:00
83118,2020-10-19 00:00:00
83119,2020-10-13 00:00:00
83120,2020-11-16 00:00:00
83121,2020-10-19 00:00:00
83122,2020-10-22 00:00:00
83123,2020-11-10 00:00:00
83124,2020-11-11 00:00:00
83125,2020-11-05 00:00:00
83126,2020-11-05 00:00:00
83127,2020-11-07 00:00:00
83128,2020-06-07 00:00:00
83129,2020-10-02 00:00:00
83130,2020-10-03 00:00:00
83131,2020-10-03 00:00:00
83132,2020-10-07 00:00:00
83133,2020-10-24 00:00:00
83134,2020-10-03 00:00:00
83135,2020-10-23 00:00:00
83136,2020-10-26 00:00:00
83137,2020-10-26 00:00:00
83138,2020-11-03 00:00:00
83139,2020-11-12 00:00:00
83140,2020-11-10 00:00:00
83141,2021-02-25 00:00:00
83142,2020-11-12 00:00:00
83143,2020-11-13 00:00:00
83144,2020-11-17 00:00:00
83145,2020-11-17 00:00:00
83146,2020-11-13 00:00:00
83147,2020-11-13 00:00:00
83148,2020-10-09 00:00:00
83149,2020-12-14 00:00:00
83150,2020-10-15 00:00:00
83151,2020-09-03 00:00:00
83152,2020-11-24 00:00:00
83153,2020-11-10 00:00:00
83154,2020-11-20 00:00:00
83155,2020-11-13 00:00:00
83156,2020-11-17 00:00:00
83157,2020-10-13 00:00:00
83158,2020-11-15 00:00:00
83159,2020-10-24 00:00:00
83160,2020-10-26 00:00:00
83161,2020-11-13 00:00:00
83162,2020-10-15 00:00:00
83163,2020-11-05 00:00:00
83164,2020-11-04 00:00:00
83165,2020-11-04 00:00:00
83166,2020-11-03 00:00:00
83167,2020-10-14 00:00:00
83168,2020-10-24 00:00:00
83169,2020-11-12 00:00:00
83170,2020-11-04 00:00:00
83171,2020-11-10 00:00:00
83172,2020-11-13 00:00:00
83173,2020-11-13 00:00:00
83174,2020-11-04 00:00:00
83175,2020-11-13 00:00:00
83176,2020-11-09 00:00:00
83177,2020-10-22 00:00:00
83178,2020-09-24 00:00:00
83179,2020-11-17 00:00:00
83180,2020-11-14 00:00:00
83181,2020-11-10 00:00:00
83182,2020-10-27 00:00:00
83183,2020-11-16 00:00:00
83184,2020-11-12 00:00:00
83185,2020-10-07 00:00:00
83186,2020-11-09 00:00:00
83187,2020-10-30 00:00:00
83188,2020-10-29 00:00:00
83189,2020-11-16 00:00:00
83190,2020-11-16 00:00:00
83191,2020-10-16 00:00:00
83192,2020-10-27 00:00:00
83193,2020-11-07 00:00:00
83194,2020-09-24 00:00:00
83195,2020-10-14 00:00:00
83196,2020-11-05 00:00:00
83197,2020-10-09 00:00:00
83198,2020-09-11 00:00:00
83199,2020-11-17 00:00:00
83200,2020-12-18 00:00:00
83201,2020-12-17 00:00:00
83202,2020-12-04 00:00:00
83203,2020-11-10 00:00:00
83204,2020-11-11 00:00:00
83205,2020-11-11 00:00:00
83206,2021-01-06 00:00:00
83207,2020-11-04 00:00:00
83208,2020-11-11 00:00:00
83209,2020-11-16 00:00:00
83210,2020-10-12 00:00:00
83211,2020-10-13 00:00:00
83212,2020-10-26 00:00:00
83213,2020-10-27 00:00:00
83214,2020-11-10 00:00:00
83215,2020-11-09 00:00:00
83216,2020-11-17 00:00:00
83217,2020-10-17 00:00:00
83218,2020-10-17 00:00:00
83219,2020-11-11 00:00:00
83220,2020-11-09 00:00:00
83221,2020-10-14 00:00:00
83222,2020-10-19 00:00:00
83223,2020-10-30 00:00:00
83224,2020-11-06 00:00:00
83225,2020-10-12 00:00:00
83226,2020-10-22 00:00:00
83227,2020-11-06 00:00:00
83228,2020-11-05 00:00:00
83229,2020-11-05 00:00:00
83230,2020-11-12 00:00:00
83231,2020-10-22 00:00:00
83232,2020-11-11 00:00:00
83233,2020-10-24 00:00:00
83234,2020-10-10 00:00:00
83235,2020-11-06 00:00:00
83236,2020-10-31 00:00:00
83237,2020-11-14 00:00:00
83238,2020-11-02 00:00:00
83239,2020-10-19 00:00:00
83240,2020-10-09 00:00:00
83241,2020-11-09 00:00:00
83242,2020-10-23 00:00:00
83243,2020-11-16 00:00:00
83244,2020-11-03 00:00:00
83245,2020-09-12 00:00:00
83246,2020-11-10 00:00:00
83247,2020-11-13 00:00:00
83248,2020-11-04 00:00:00
83249,2020-11-06 00:00:00
83250,2020-11-14 00:00:00
83251,2020-11-04 00:00:00
83252,2020-11-16 00:00:00
83253,2020-11-16 00:00:00
83254,2020-11-16 00:00:00
83255,2020-10-21 00:00:00
83256,2020-11-04 00:00:00
83257,2020-11-09 00:00:00
83258,2020-11-05 00:00:00
83259,2020-11-05 00:00:00
83260,2020-09-24 00:00:00
83261,2020-11-13 00:00:00
83262,2020-11-12 00:00:00
83263,2020-09-23 00:00:00
83264,2020-11-12 00:00:00
83265,2020-11-07 00:00:00
83266,2020-10-22 00:00:00
83267,2020-11-16 00:00:00
83268,2020-11-09 00:00:00
83269,2020-12-04 00:00:00
83270,2020-10-23 00:00:00
83271,2020-10-07 00:00:00
83272,2020-11-06 00:00:00
83273,2020-10-02 00:00:00
83274,2020-08-21 00:00:00
83275,2020-10-12 00:00:00
83276,2020-11-16 00:00:00
83277,2020-11-12 00:00:00
83278,2020-12-11 00:00:00
83279,2020-11-12 00:00:00
83280,2020-10-15 00:00:00
83281,2020-10-29 00:00:00
83282,2020-11-03 00:00:00
83283,2020-11-02 00:00:00
83284,2020-12-04 00:00:00
83285,2020-11-20 00:00:00
83286,2020-11-07 00:00:00
83287,2021-01-18 00:00:00
83288,2020-11-04 00:00:00
83289,2020-11-02 00:00:00
83290,2020-10-10 00:00:00
83291,2020-10-03 00:00:00
83292,2020-10-15 00:00:00
83293,2020-11-09 00:00:00
83294,2020-10-07 00:00:00
83295,2020-10-13 00:00:00
83296,2020-10-26 00:00:00
83297,2020-10-21 00:00:00
83298,2020-11-11 00:00:00
83299,2020-11-11 00:00:00
83300,2020-11-11 00:00:00
83301,2020-11-11 00:00:00
83302,2020-11-11 00:00:00
83303,2020-11-11 00:00:00
83304,2020-11-11 00:00:00
83305,2020-11-11 00:00:00
83306,2020-11-09 00:00:00
83307,2020-11-16 00:00:00
83308,2020-09-24 00:00:00
83309,2020-11-05 00:00:00
83310,2020-11-04 00:00:00
83311,2020-12-11 00:00:00
83312,2020-11-27 00:00:00
83313,2020-11-05 00:00:00
83314,2020-10-06 00:00:00
83315,2020-11-09 00:00:00
83316,2020-11-02 00:00:00
83317,2020-11-03 00:00:00
83318,2020-10-08 00:00:00
83319,2020-11-03 00:00:00
83320,2020-11-05 00:00:00
83321,2020-11-11 00:00:00
83322,2020-11-04 00:00:00
83323,2020-11-11 00:00:00
83324,2020-11-09 00:00:00
83325,2020-09-05 00:00:00
83326,2020-11-13 00:00:00
83327,2020-11-12 00:00:00
83328,2020-11-10 00:00:00
83329,2020-11-09 00:00:00
83330,2020-11-06 00:00:00
83331,2020-11-06 00:00:00
83332,2020-11-06 00:00:00
83333,2020-11-06 00:00:00
83334,2020-11-17 00:00:00
83335,2020-10-31 00:00:00
83336,2020-11-04 00:00:00
83337,2020-11-02 00:00:00
83338,2020-09-21 00:00:00
83339,2020-11-01 00:00:00
83340,2020-11-01 00:00:00
83341,2021-03-18 00:00:00
83342,2021-03-04 00:00:00
83343,2020-12-03 00:00:00
83344,2020-11-03 00:00:00
83345,2021-01-29 00:00:00
83346,2020-12-11 00:00:00
83347,2020-11-09 00:00:00
83348,2020-11-10 00:00:00
83349,2020-11-17 00:00:00
83350,2020-10-20 00:00:00
83351,2020-10-06 00:00:00
83352,2020-11-12 00:00:00
83353,2020-10-08 00:00:00
83354,2020-10-15 00:00:00
83355,2020-11-14 00:00:00
83356,2020-10-03 00:00:00
83357,2020-11-06 00:00:00
83358,2020-10-22 00:00:00
83359,2020-10-28 00:00:00
83360,2020-08-28 00:00:00
83361,2020-11-13 00:00:00
83362,2020-11-17 00:00:00
83363,2020-11-09 00:00:00
83364,2020-10-27 00:00:00
83365,2020-11-16 00:00:00
83366,2020-11-04 00:00:00
83367,2020-11-16 00:00:00
83368,2020-11-10 00:00:00
83369,2020-11-06 00:00:00
83370,2020-11-14 00:00:00
83371,2020-12-18 00:00:00
83372,2020-06-18 00:00:00
83373,2020-10-02 00:00:00
83374,2020-11-12 00:00:00
83375,2020-10-31 00:00:00
83376,2020-11-17 00:00:00
83377,2020-11-03 00:00:00
83378,2020-10-14 00:00:00
83379,2020-11-12 00:00:00
83380,2020-11-13 00:00:00
83381,2020-10-27 00:00:00
83382,2020-10-08 00:00:00
83383,2020-10-07 00:00:00
83384,2020-11-03 00:00:00
83385,2020-10-27 00:00:00
83386,2020-11-13 00:00:00
83387,2020-10-02 00:00:00
83388,2020-10-08 00:00:00
83389,2020-10-28 00:00:00
83390,2020-11-11 00:00:00
83391,2020-11-04 00:00:00
83392,2020-11-09 00:00:00
83393,2020-10-12 00:00:00
83394,2020-10-16 00:00:00
83395,2020-11-11 00:00:00
83396,2020-10-16 00:00:00
83397,2020-10-05 00:00:00
83398,2020-10-06 00:00:00
83399,2020-10-05 00:00:00
83400,2020-10-08 00:00:00
83401,2020-10-19 00:00:00
83402,2020-09-21 00:00:00
83403,2020-10-29 00:00:00
83404,2020-10-17 00:00:00
83405,2020-10-16 00:00:00
83406,2020-10-16 00:00:00
83407,2020-11-06 00:00:00
83408,2020-10-21 00:00:00
83409,2020-11-16 00:00:00
83410,2020-11-02 00:00:00
83411,2020-11-08 00:00:00
83412,2020-10-28 00:00:00
83413,2020-11-13 00:00:00
83414,2020-10-29 00:00:00
83415,2020-11-03 00:00:00
83416,2020-10-28 00:00:00
83417,2020-10-17 00:00:00
83418,2020-10-22 00:00:00
83419,2020-10-08 00:00:00
83420,2020-10-07 00:00:00
83421,2020-09-23 00:00:00
83422,2020-10-21 00:00:00
83423,2020-10-26 00:00:00
83424,2020-10-25 00:00:00
83425,2020-10-06 00:00:00
83426,2020-10-25 00:00:00
83427,2020-11-06 00:00:00
83428,2020-07-22 00:00:00
83429,2020-07-01 00:00:00
83430,2021-02-27 00:00:00
83431,2020-11-06 00:00:00
83432,2020-10-30 00:00:00
83433,2020-06-26 00:00:00
83434,2020-11-11 00:00:00
83435,2020-11-06 00:00:00
83436,2020-10-07 00:00:00
83437,2020-11-17 00:00:00
83438,2020-11-13 00:00:00
83439,2020-10-22 00:00:00
83440,2020-10-23 00:00:00
83441,2020-10-28 00:00:00
83442,2020-11-02 00:00:00
83443,2020-11-11 00:00:00
83444,2020-11-10 00:00:00
83445,2020-11-12 00:00:00
83446,2020-05-12 00:00:00
83447,2020-10-27 00:00:00
83448,2020-11-03 00:00:00
83449,2020-09-03 00:00:00
83450,2020-09-22 00:00:00
83451,2020-11-18 00:00:00
83452,2020-10-07 00:00:00
83453,2020-10-08 00:00:00
83454,2020-09-03 00:00:00
83455,2020-08-27 00:00:00
83456,2020-10-05 00:00:00
83457,2020-10-16 00:00:00
83458,2020-09-18 00:00:00
83459,2020-10-15 00:00:00
83460,2020-09-18 00:00:00
83461,2020-10-14 00:00:00
83462,2020-09-16 00:00:00
83463,2020-11-13 00:00:00
83464,2020-11-13 00:00:00
83465,2020-10-25 00:00:00
83466,2020-10-04 00:00:00
83467,2020-10-04 00:00:00
83468,2020-10-04 00:00:00
83469,2020-10-04 00:00:00
83470,2020-10-11 00:00:00
83471,2020-10-31 00:00:00
83472,2020-10-17 00:00:00
83473,2020-10-30 00:00:00
83474,2020-10-30 00:00:00
83475,2020-10-30 00:00:00
83476,2020-11-08 00:00:00
83477,2020-11-10 00:00:00
83478,2020-11-11 00:00:00
83479,2020-11-11 00:00:00
83480,2020-11-11 00:00:00
83481,2020-12-04 00:00:00
83482,2020-11-10 00:00:00
83483,2020-11-11 00:00:00
83484,2020-11-10 00:00:00
83485,2020-11-11 00:00:00
83486,2020-11-12 00:00:00
83487,2020-11-05 00:00:00
83488,2020-11-06 00:00:00
83489,2020-11-06 00:00:00
83490,2020-12-12 00:00:00
83491,2020-11-06 00:00:00
83492,2020-11-07 00:00:00
83493,2020-11-07 00:00:00
83494,2020-07-07 00:00:00
83495,2020-10-10 00:00:00
83496,2020-10-21 00:00:00
83497,2020-09-18 00:00:00
83498,2020-09-17 00:00:00
83499,2020-10-05 00:00:00
83500,2020-08-31 00:00:00
83501,2020-10-08 00:00:00
83502,2020-10-22 00:00:00
83503,2020-10-01 00:00:00
83504,2020-10-01 00:00:00
83505,2020-10-01 00:00:00
83506,2020-10-08 00:00:00
83507,2020-10-21 00:00:00
83508,2020-10-21 00:00:00
83509,2020-10-08 00:00:00
83510,2020-10-08 00:00:00
83511,2020-10-01 00:00:00
83512,2020-10-08 00:00:00
83513,2020-10-08 00:00:00
83514,2020-10-08 00:00:00
83515,2020-10-08 00:00:00
83516,2020-11-03 00:00:00
83517,2020-11-02 00:00:00
83518,2020-11-04 00:00:00
83519,2020-11-05 00:00:00
83520,2020-11-09 00:00:00
83521,2020-11-09 00:00:00
83522,2020-11-09 00:00:00
83523,2020-11-11 00:00:00
83524,2020-11-03 00:00:00
83525,2020-11-04 00:00:00
83526,2021-01-26 00:00:00
83527,2020-11-13 00:00:00
83528,2020-11-13 00:00:00
83529,2020-11-13 00:00:00
83530,2020-11-12 00:00:00
83531,2020-11-13 00:00:00
83532,2020-11-11 00:00:00
83533,2020-10-21 00:00:00
83534,2020-10-28 00:00:00
83535,2020-11-04 00:00:00
83536,2020-11-04 00:00:00
83537,2020-07-08 00:00:00
83538,2020-11-04 00:00:00
83539,2020-10-21 00:00:00
83540,2020-10-11 00:00:00
83541,2020-10-29 00:00:00
83542,2020-11-06 00:00:00
83543,2020-11-13 00:00:00
83544,2020-10-16 00:00:00
83545,2021-02-18 00:00:00
83546,2020-10-30 00:00:00
83547,2020-10-15 00:00:00
83548,2020-10-21 00:00:00
83549,2020-11-11 00:00:00
83550,2020-05-11 00:00:00
83551,2020-10-26 00:00:00
83552,2020-10-02 00:00:00
83553,2021-03-01 00:00:00
83554,2020-10-07 00:00:00
83555,2020-10-13 00:00:00
83556,2020-10-20 00:00:00
83557,2020-10-22 00:00:00
83558,2020-10-28 00:00:00
83559,2020-11-09 00:00:00
83560,2020-10-07 00:00:00
83561,2020-11-16 00:00:00
83562,2020-10-22 00:00:00
83563,2020-10-22 00:00:00
83564,2020-11-10 00:00:00
83565,2020-10-01 00:00:00
83566,2020-04-01 00:00:00
83567,2020-04-01 00:00:00
83568,2020-11-06 00:00:00
83569,2020-10-13 00:00:00
83570,2020-11-13 00:00:00
83571,2020-11-06 00:00:00
83572,2020-11-11 00:00:00
83573,2020-10-29 00:00:00
83574,2020-11-06 00:00:00
83575,2020-10-14 00:00:00
83576,2020-11-11 00:00:00
83577,2020-10-28 00:00:00
83578,2020-11-05 00:00:00
83579,2020-11-05 00:00:00
83580,2020-11-05 00:00:00
83581,2020-11-10 00:00:00
83582,2020-11-10 00:00:00
83583,2020-11-13 00:00:00
83584,2020-11-13 00:00:00
83585,2020-11-13 00:00:00
83586,2020-11-09 00:00:00
83587,2020-10-16 00:00:00
83588,2020-10-23 00:00:00
83589,2020-10-02 00:00:00
83590,2020-10-31 00:00:00
83591,2020-09-19 00:00:00
83592,2020-10-17 00:00:00
83593,2020-10-30 00:00:00
83594,2020-10-30 00:00:00
83595,2020-11-17 00:00:00
83596,2020-10-29 00:00:00
83597,2020-09-17 00:00:00
83598,2020-10-03 00:00:00
83599,2020-11-04 00:00:00
83600,2020-11-17 00:00:00
83601,2020-10-03 00:00:00
83602,2020-08-29 00:00:00
83603,2020-10-02 00:00:00
83604,2020-08-29 00:00:00
83605,2020-11-16 00:00:00
83606,2020-11-16 00:00:00
83607,2020-11-17 00:00:00
83608,2020-11-12 00:00:00
83609,2020-10-27 00:00:00
83610,2020-10-30 00:00:00
83611,2020-11-02 00:00:00
83612,2020-11-10 00:00:00
83613,2020-11-11 00:00:00
83614,2020-11-07 00:00:00
83615,2020-11-07 00:00:00
83616,2020-07-01 00:00:00
83617,2020-05-27 00:00:00
83618,2020-06-30 00:00:00
83619,2020-06-03 00:00:00
83620,2020-05-27 00:00:00
83621,2020-10-13 00:00:00
83622,2020-10-29 00:00:00
83623,2020-10-29 00:00:00
83624,2020-10-15 00:00:00
83625,2020-11-23 00:00:00
83626,2020-12-07 00:00:00
83627,2020-11-23 00:00:00
83628,2020-11-06 00:00:00
83629,2020-11-05 00:00:00
83630,2020-11-11 00:00:00
83631,2020-11-11 00:00:00
83632,2020-11-25 00:00:00
83633,2020-11-11 00:00:00
83634,2020-11-11 00:00:00
83635,2020-11-16 00:00:00
83636,2020-11-16 00:00:00
83637,2020-12-01 00:00:00
83638,2020-11-30 00:00:00
83639,2020-11-25 00:00:00
83640,2020-11-11 00:00:00
83641,2020-11-12 00:00:00
83642,2020-11-12 00:00:00
83643,2020-11-12 00:00:00
83644,2020-11-02 00:00:00
83645,2020-11-09 00:00:00
83646,2020-11-16 00:00:00
83647,2020-11-06 00:00:00
83648,2020-11-17 00:00:00
83649,2020-10-11 00:00:00
83650,2020-11-07 00:00:00
83651,2020-10-27 00:00:00
83652,2020-11-11 00:00:00
83653,2020-11-09 00:00:00
83654,2020-11-08 00:00:00
83655,2020-11-10 00:00:00
83656,2020-10-08 00:00:00
83657,2020-11-13 00:00:00
83658,2020-10-30 00:00:00
83659,2020-11-16 00:00:00
83660,2020-11-11 00:00:00
83661,2020-11-17 00:00:00
83662,2020-11-13 00:00:00
83663,2020-11-13 00:00:00
83664,2020-10-27 00:00:00
83665,2020-10-28 00:00:00
83666,2020-11-16 00:00:00
83667,2020-11-11 00:00:00
83668,2020-10-01 00:00:00
83669,2020-10-27 00:00:00
83670,2020-10-28 00:00:00
83671,2020-11-10 00:00:00
83672,2020-11-12 00:00:00
83673,2020-10-15 00:00:00
83674,2020-11-10 00:00:00
83675,2020-11-10 00:00:00
83676,2020-11-11 00:00:00
83677,2020-10-22 00:00:00
83678,2020-11-02 00:00:00
83679,2020-11-10 00:00:00
83680,2020-11-13 00:00:00
83681,2020-10-02 00:00:00
83682,2020-10-29 00:00:00
83683,2020-04-29 00:00:00
83684,2020-11-13 00:00:00
83685,2020-11-04 00:00:00
83686,2020-11-05 00:00:00
83687,2020-10-08 00:00:00
83688,2020-10-23 00:00:00
83689,2020-11-02 00:00:00
83690,2020-11-12 00:00:00
83691,2020-11-14 00:00:00
83692,2020-11-06 00:00:00
83693,2020-10-16 00:00:00
83694,2020-10-27 00:00:00
83695,2020-10-13 00:00:00
83696,2020-11-10 00:00:00
83697,2020-11-05 00:00:00
83698,2020-10-06 00:00:00
83699,2020-09-15 00:00:00
83700,2020-10-24 00:00:00
83701,2020-10-13 00:00:00
83702,2020-09-08 00:00:00
83703,2020-10-23 00:00:00
83704,2020-10-02 00:00:00
83705,2020-12-11 00:00:00
83706,2020-11-03 00:00:00
83707,2020-10-20 00:00:00
83708,2020-11-12 00:00:00
83709,2020-10-15 00:00:00
83710,2020-10-22 00:00:00
83711,2020-10-15 00:00:00
83712,2020-10-16 00:00:00
83713,2020-10-30 00:00:00
83714,2020-11-02 00:00:00
83715,2020-10-05 00:00:00
83716,2020-11-01 00:00:00
83717,2020-11-01 00:00:00
83718,2020-09-21 00:00:00
83719,2020-10-08 00:00:00
83720,2020-09-03 00:00:00
83721,2020-10-10 00:00:00
83722,2020-09-05 00:00:00
83723,2021-01-18 00:00:00
83724,2020-12-07 00:00:00
83725,2020-12-07 00:00:00
83726,2020-12-07 00:00:00
83727,2020-11-13 00:00:00
83728,2020-10-16 00:00:00
83729,2020-10-16 00:00:00
83730,2020-11-12 00:00:00
83731,2020-10-20 00:00:00
83732,2020-10-22 00:00:00
83733,2020-11-07 00:00:00
83734,2020-11-16 00:00:00
83735,2020-12-11 00:00:00
83736,2020-11-16 00:00:00
83737,2020-10-12 00:00:00
83738,2020-10-04 00:00:00
83739,2020-09-20 00:00:00
83740,2020-10-30 00:00:00
83741,2020-11-12 00:00:00
83742,2020-11-13 00:00:00
83743,2020-10-14 00:00:00
83744,2020-10-09 00:00:00
83745,2020-09-18 00:00:00
83746,2020-10-28 00:00:00
83747,2020-11-02 00:00:00
83748,2020-11-13 00:00:00
83749,2020-11-11 00:00:00
83750,2020-11-17 00:00:00
83751,2020-09-19 00:00:00
83752,2020-09-19 00:00:00
83753,2020-11-07 00:00:00
83754,2020-10-10 00:00:00
83755,2020-10-10 00:00:00
83756,2020-10-06 00:00:00
83757,2020-11-03 00:00:00
83758,2020-11-16 00:00:00
83759,2020-10-29 00:00:00
83760,2020-10-16 00:00:00
83761,2020-11-14 00:00:00
83762,2020-10-07 00:00:00
83763,2020-10-30 00:00:00
83764,2020-07-30 00:00:00
83765,2020-10-02 00:00:00
83766,2020-10-17 00:00:00
83767,2020-10-12 00:00:00
83768,2020-10-12 00:00:00
83769,2020-11-13 00:00:00
83770,2020-11-05 00:00:00
83771,2020-11-07 00:00:00
83772,2020-10-15 00:00:00
83773,2020-11-17 00:00:00
83774,2020-11-17 00:00:00
83775,2020-11-17 00:00:00
83776,2020-11-17 00:00:00
83777,2020-11-17 00:00:00
83778,2020-11-17 00:00:00
83779,2020-10-13 00:00:00
83780,2020-10-30 00:00:00
83781,2020-09-25 00:00:00
83782,2020-11-15 00:00:00
83783,2020-11-01 00:00:00
83784,2020-11-10 00:00:00
83785,2020-11-05 00:00:00
83786,2020-10-01 00:00:00
83787,2020-11-07 00:00:00
83788,2020-10-10 00:00:00
83789,2020-11-07 00:00:00
83790,2020-10-24 00:00:00
83791,2020-11-15 00:00:00
83792,2020-10-30 00:00:00
83793,2020-10-30 00:00:00
83794,2020-11-12 00:00:00
83795,2020-11-08 00:00:00
83796,2020-11-17 00:00:00
83797,2020-11-12 00:00:00
83798,2020-11-10 00:00:00
83799,2020-10-07 00:00:00
83800,2020-10-07 00:00:00
83801,2020-08-26 00:00:00
83802,2020-10-07 00:00:00
83803,2020-10-07 00:00:00
83804,2020-10-07 00:00:00
83805,2020-10-07 00:00:00
83806,2020-08-26 00:00:00
83807,2020-10-07 00:00:00
83808,2020-08-26 00:00:00
83809,2020-08-26 00:00:00
83810,2020-11-05 00:00:00
83811,2020-11-15 00:00:00
83812,2020-10-29 00:00:00
83813,2020-11-10 00:00:00
83814,2020-11-14 00:00:00
83815,2020-11-12 00:00:00
83816,2020-11-04 00:00:00
83817,2020-11-14 00:00:00
83818,2020-11-14 00:00:00
83819,2020-10-30 00:00:00
83820,2020-11-02 00:00:00
83821,2020-11-04 00:00:00
83822,2020-09-30 00:00:00
83823,2020-11-16 00:00:00
83824,2020-11-16 00:00:00
83825,2020-11-16 00:00:00
83826,2020-11-18 00:00:00
83827,2020-11-11 00:00:00
83828,2020-11-10 00:00:00
83829,2020-11-10 00:00:00
83830,2020-11-18 00:00:00
83831,2020-11-18 00:00:00
83832,2020-11-09 00:00:00
83833,2020-11-18 00:00:00
83834,2020-11-18 00:00:00
83835,2020-11-17 00:00:00
83836,2020-11-18 00:00:00
83837,2020-11-17 00:00:00
83838,2020-10-07 00:00:00
83839,2020-11-17 00:00:00
83840,2020-11-17 00:00:00
83841,2020-11-17 00:00:00
83842,2020-11-18 00:00:00
83843,2020-11-18 00:00:00
83844,2020-11-18 00:00:00
83845,2020-11-18 00:00:00
83846,2020-11-18 00:00:00
83847,2020-11-11 00:00:00
83848,2020-10-26 00:00:00
83849,2020-10-21 00:00:00
83850,2020-10-16 00:00:00
83851,2020-10-23 00:00:00
83852,2020-10-02 00:00:00
83853,2020-11-23 00:00:00
83854,2020-11-02 00:00:00
83855,2020-11-07 00:00:00
83856,2020-11-09 00:00:00
83857,2020-11-12 00:00:00
83858,2020-11-11 00:00:00
83859,2020-10-29 00:00:00
83860,2020-12-18 00:00:00
83861,2021-01-15 00:00:00
83862,2020-11-12 00:00:00
83863,2020-11-17 00:00:00
83864,2020-11-17 00:00:00
83865,2020-11-17 00:00:00
83866,2020-12-07 00:00:00
83867,2020-11-18 00:00:00
83868,2020-11-17 00:00:00
83869,2020-11-17 00:00:00
83870,2020-11-18 00:00:00
83871,2020-11-24 00:00:00
83872,2020-11-23 00:00:00
83873,2021-01-06 00:00:00
83874,2020-11-18 00:00:00
83875,2020-11-17 00:00:00
83876,2021-01-18 00:00:00
83877,2020-11-18 00:00:00
83878,2020-11-18 00:00:00
83879,2020-11-17 00:00:00
83880,2020-11-17 00:00:00
83881,2020-11-17 00:00:00
83882,2020-12-04 00:00:00
83883,2021-02-05 00:00:00
83884,2021-02-04 00:00:00
83885,2020-11-18 00:00:00
83886,2020-10-07 00:00:00
83887,2020-11-17 00:00:00
83888,2020-09-17 00:00:00
83889,2020-09-16 00:00:00
83890,2020-09-16 00:00:00
83891,2020-11-18 00:00:00
83892,2020-11-18 00:00:00
83893,2020-11-18 00:00:00
83894,2020-11-18 00:00:00
83895,2020-11-18 00:00:00
83896,2020-10-23 00:00:00
83897,2020-11-18 00:00:00
83898,2020-11-18 00:00:00
83899,2020-11-17 00:00:00
83900,2020-10-01 00:00:00
83901,2020-11-18 00:00:00
83902,2020-11-05 00:00:00
83903,2020-11-04 00:00:00
83904,2020-10-02 00:00:00
83905,2020-09-11 00:00:00
83906,2020-11-18 00:00:00
83907,2020-11-17 00:00:00
83908,2020-11-17 00:00:00
83909,2020-11-17 00:00:00
83910,2020-11-16 00:00:00
83911,2020-11-16 00:00:00
83912,2020-11-16 00:00:00
83913,2020-11-16 00:00:00
83914,2020-12-13 00:00:00
83915,2020-12-13 00:00:00
83916,2020-12-13 00:00:00
83917,2020-12-13 00:00:00
83918,2020-12-12 00:00:00
83919,2020-12-13 00:00:00
83920,2021-02-10 00:00:00
83921,2021-02-10 00:00:00
83922,2020-11-17 00:00:00
83923,2020-12-13 00:00:00
83924,2020-11-18 00:00:00
83925,2020-12-13 00:00:00
83926,2020-11-18 00:00:00
83927,2020-12-13 00:00:00
83928,2020-12-12 00:00:00
83929,2020-12-13 00:00:00
83930,2020-12-12 00:00:00
83931,2020-12-12 00:00:00
83932,2020-12-12 00:00:00
83933,2020-11-18 00:00:00
83934,2020-11-18 00:00:00
83935,2020-11-18 00:00:00
83936,2020-11-18 00:00:00
83937,2020-10-28 00:00:00
83938,2020-11-18 00:00:00
83939,2020-11-18 00:00:00
83940,2020-11-18 00:00:00
83941,2020-06-13 00:00:00
83942,2021-02-19 00:00:00
83943,2020-11-18 00:00:00
83944,2020-11-17 00:00:00
83945,2020-12-11 00:00:00
83946,2020-11-06 00:00:00
83947,2020-11-18 00:00:00
83948,2020-05-18 00:00:00
83949,2020-11-18 00:00:00
83950,2020-11-15 00:00:00
83951,2020-11-18 00:00:00
